Member_ID,Join_Date,Gender,Age,Membership_Type,Tenure_Months,Avg_Visits_Per_Week,Last_Visit_Date,Days_Since_Last_Visit,Monthly_Fee,Total_Revenue
M03558,2023-01-10,Female,44,Standard,25,2.19,2025-01-25,7,40,1000
M03559,2022-10-31,Female,49,Premium,28,4.99,2025-01-26,6,60,1680
M03560,2024-01-27,Male,46,Standard,13,2.21,2025-01-08,24,40,520
M03561,2024-03-04,Male,42,Premium,11,4.07,2025-01-27,5,60,660
M03562,2022-10-14,Male,49,Weekend,28,2.28,2025-01-26,6,25,700
M03563,2022-12-28,Male,49,Premium,26,4.09,2025-01-29,3,60,1560
M03564,2022-11-07,Male,45,Standard,27,2.63,2025-01-24,8,40,1080
M03565,2023-05-31,Male,25,Standard,21,2.64,2025-01-13,19,40,840
M03566,2022-12-25,Female,37,Standard,26,2.49,2025-01-10,22,40,1040
M03567,2023-10-09,Male,44,Standard,16,3.12,2025-01-29,3,40,640
M03568,2024-02-03,Female,31,Standard,12,1.6,2025-01-18,14,40,480
M03569,2024-05-26,Female,49,Standard,9,3.27,2025-01-29,3,40,360
M03570,2022-11-13,Female,27,Weekend,27,1.67,2025-01-22,10,25,675
M03571,2022-08-09,Female,42,Premium,30,4.62,2025-01-22,10,60,1800
M03572,2022-08-30,Female,24,Standard,30,1.52,2025-01-15,17,40,1200
M03573,2022-12-16,Male,19,Weekend,26,2.24,2025-01-17,15,25,650
M03574,2022-12-14,Male,34,Weekend,26,0.74,2025-01-02,30,25,650
M03575,2023-08-15,Male,18,Weekend,18,1.94,2025-01-25,7,25,450
M03576,2022-10-26,Female,30,Premium,28,3.54,2025-01-25,7,60,1680
M03577,2024-12-20,Male,49,Premium,2,4.2,2025-01-25,7,60,120
M03578,2022-08-29,Male,36,Standard,30,2.76,2025-01-18,14,40,1200
M03579,2023-09-07,Female,46,Standard,17,1.83,2025-01-08,24,40,680
M03580,2023-12-02,Female,49,Standard,14,2.53,2025-01-09,23,40,560
M03581,2024-12-23,Male,31,Standard,2,2.05,2025-01-26,6,40,80
M03582,2023-06-01,Female,48,Weekend,20,1.62,2025-01-20,12,25,500
M03583,2024-05-16,Female,43,Premium,9,4.35,2025-01-28,4,60,540
M03584,2022-01-19,Female,35,Weekend,37,0.66,2025-01-12,20,25,925
M03585,2024-07-07,Male,37,Standard,7,2.53,2025-01-10,22,40,280
M03586,2024-11-13,Female,31,Premium,3,4.04,2025-01-29,3,60,180
M03587,2022-02-12,Female,32,Standard,36,2.09,2025-01-17,15,40,1440
M03588,2022-10-24,Female,31,Standard,28,3.41,2025-01-26,6,40,1120
M03589,2024-10-28,Female,41,Premium,4,3.8,2025-01-27,5,60,240
M03590,2022-08-13,Female,22,Premium,30,2.96,2025-01-14,18,60,1800
M03591,2023-08-28,Male,33,Weekend,18,0.72,2025-01-14,18,25,450
M03592,2024-05-08,Male,22,Premium,9,3.85,2025-01-26,6,60,540
M03593,2022-08-14,Female,39,Standard,30,2.25,2025-01-24,8,40,1200
M03594,2022-04-07,Female,30,Standard,34,1.89,2025-01-17,15,40,1360
M03595,2023-05-26,Male,45,Standard,21,1.56,2025-01-12,20,40,840
M03596,2023-12-19,Male,33,Standard,14,2.63,2025-01-21,11,40,560
M03597,2023-03-25,Female,32,Premium,23,4.0,2025-01-24,8,60,1380
M03598,2022-01-16,Female,48,Standard,37,1.78,2025-01-22,10,40,1480
M03599,2023-04-06,Male,22,Premium,22,4.0,2025-01-25,7,60,1320
M03600,2024-02-27,Female,38,Standard,12,3.4,2025-01-27,5,40,480
M03601,2022-02-06,Female,48,Premium,36,4.95,2025-01-28,4,60,2160
M03602,2022-06-14,Male,47,Standard,32,3.28,2025-01-26,6,40,1280
M03603,2022-04-05,Male,40,Premium,34,4.52,2025-01-26,6,60,2040
M03604,2024-08-04,Male,23,Premium,6,3.02,2025-01-25,7,60,360
M03605,2023-05-15,Male,46,Premium,21,2.89,2025-01-25,7,60,1260
M03606,2024-01-09,Female,30,Premium,13,3.61,2025-01-22,10,60,780
M03607,2024-01-23,Female,49,Weekend,13,1.74,2025-01-08,24,25,325
M03608,2023-12-31,Female,33,Premium,14,4.63,2025-01-26,6,60,840
M03609,2022-09-08,Female,47,Weekend,29,0.96,2025-01-08,24,25,725
M03610,2022-03-09,Male,27,Weekend,35,1.46,2025-01-16,16,25,875
M03611,2023-02-14,Male,44,Standard,24,2.79,2025-01-11,21,40,960
M03612,2022-01-08,Female,19,Premium,37,3.61,2025-01-27,5,60,2220
M03613,2022-07-14,Female,30,Premium,31,3.64,2025-01-30,2,60,1860
M03614,2024-08-08,Female,34,Standard,6,1.95,2025-01-09,23,40,240
M03615,2022-04-23,Male,18,Premium,34,4.97,2025-01-22,10,60,2040
M03616,2024-09-04,Male,21,Premium,5,3.69,2025-01-28,4,60,300
M03617,2022-02-10,Male,35,Standard,36,2.57,2025-01-25,7,40,1440
M03618,2023-07-25,Female,23,Weekend,19,0.94,2024-12-28,35,25,475
M03619,2022-12-25,Female,49,Standard,26,2.53,2025-01-19,13,40,1040
M03620,2022-05-14,Female,45,Premium,33,3.14,2025-01-22,10,60,1980
M03621,2023-04-07,Male,29,Standard,22,1.9,2025-01-23,9,40,880
M03622,2022-02-12,Female,42,Premium,36,3.19,2025-01-30,2,60,2160
M03623,2022-04-01,Male,43,Premium,34,2.51,2025-01-14,18,60,2040
M03624,2024-08-12,Female,44,Weekend,6,1.64,2025-01-14,18,25,150
M03625,2023-10-01,Female,48,Premium,16,3.47,2025-01-27,5,60,960
M03626,2022-10-13,Male,47,Premium,28,4.75,2025-01-29,3,60,1680
M03627,2022-09-20,Male,43,Premium,29,2.6,2025-01-25,7,60,1740
M03628,2022-11-24,Female,41,Weekend,27,0.59,2025-01-06,26,25,675
M03629,2024-09-19,Male,37,Standard,5,3.27,2025-01-25,7,40,200
M03630,2024-10-16,Male,30,Standard,4,1.75,2025-01-24,8,40,160
M03631,2024-09-14,Male,45,Standard,5,1.5,2025-01-27,5,40,200
M03632,2023-11-07,Male,19,Premium,15,2.95,2025-01-09,23,60,900
M03633,2024-09-30,Male,34,Standard,5,3.15,2025-01-31,1,40,200
M03634,2022-01-27,Female,40,Premium,37,4.51,2025-01-23,9,60,2220
M03635,2022-05-07,Female,27,Premium,33,3.35,2025-01-24,8,60,1980
M03636,2023-11-06,Female,36,Standard,15,2.84,2025-01-18,14,40,600
M03637,2024-09-22,Female,47,Weekend,5,1.51,2025-01-18,14,25,125
M03638,2024-07-18,Male,39,Premium,7,4.76,2025-01-22,10,60,420
M03639,2023-06-17,Female,22,Premium,20,2.64,2025-01-11,21,60,1200
M03640,2023-03-04,Male,38,Premium,23,4.53,2025-01-31,1,60,1380
M03641,2024-03-31,Female,29,Premium,11,2.93,2025-01-15,17,60,660
M03642,2024-11-15,Female,35,Weekend,3,1.28,2025-01-19,13,25,75
M03643,2024-05-01,Male,47,Standard,9,1.88,2025-01-12,20,40,360
M03644,2024-07-13,Female,26,Standard,7,2.91,2025-01-13,19,40,280
M03645,2024-11-08,Female,28,Standard,3,2.86,2025-01-24,8,40,120
M03646,2022-02-08,Female,21,Premium,36,3.87,2025-01-31,1,60,2160
M03647,2024-03-02,Female,27,Standard,11,2.9,2025-01-20,12,40,440
M03648,2022-04-09,Female,18,Standard,34,2.78,2025-01-27,5,40,1360
M03649,2023-10-24,Female,19,Standard,16,3.05,2025-01-23,9,40,640
M03650,2024-10-03,Female,26,Weekend,4,0.98,2025-01-04,28,25,100
M03651,2023-01-17,Male,49,Standard,25,2.36,2025-01-11,21,40,1000
M03652,2023-05-08,Female,40,Premium,21,2.88,2025-01-09,23,60,1260
M03653,2022-01-15,Female,43,Weekend,37,1.36,2025-01-10,22,25,925
M03654,2023-05-20,Female,35,Premium,21,4.25,2025-02-01,0,60,1260
M03655,2024-10-27,Female,33,Premium,4,4.23,2025-01-22,10,60,240
M03656,2023-07-26,Female,40,Premium,19,4.27,2025-01-26,6,60,1140
M03657,2022-06-01,Female,31,Premium,32,3.27,2025-01-28,4,60,1920
M03658,2024-09-09,Male,21,Standard,5,2.82,2025-01-11,21,40,200
M03659,2023-05-30,Female,43,Standard,21,2.23,2025-01-22,10,40,840
M03660,2024-04-27,Female,19,Weekend,10,2.39,2025-01-10,22,25,250
M03661,2024-10-25,Male,29,Standard,4,2.19,2025-01-20,12,40,160
M03662,2023-12-14,Male,37,Standard,14,2.71,2025-01-19,13,40,560
M03663,2023-04-03,Female,22,Premium,22,4.38,2025-01-31,1,60,1320
M03664,2024-10-30,Female,46,Premium,4,4.77,2025-01-28,4,60,240
M03665,2023-12-13,Female,47,Standard,14,2.38,2025-01-17,15,40,560
M03666,2023-08-26,Male,21,Standard,18,2.22,2025-01-26,6,40,720
M03667,2023-12-31,Male,32,Weekend,14,1.36,2025-01-11,21,25,350
M03668,2023-09-29,Female,20,Premium,17,3.31,2025-02-01,0,60,1020
M03669,2022-08-31,Female,39,Premium,30,4.13,2025-01-23,9,60,1800
M03670,2023-10-06,Male,34,Standard,16,3.37,2025-01-28,4,40,640
M03671,2022-07-15,Male,25,Premium,31,2.82,2025-01-09,23,60,1860
M03672,2022-06-18,Male,29,Premium,32,3.9,2025-01-29,3,60,1920
M03673,2023-03-09,Male,38,Standard,23,3.3,2025-01-22,10,40,920
M03674,2024-02-16,Female,25,Premium,12,2.75,2025-01-26,6,60,720
M03675,2022-11-02,Male,43,Standard,27,2.49,2025-01-14,18,40,1080
M03676,2023-04-20,Male,37,Premium,22,4.66,2025-02-01,0,60,1320
M03677,2024-01-18,Female,37,Premium,13,4.75,2025-01-28,4,60,780
M03678,2023-07-11,Male,22,Premium,19,3.79,2025-01-26,6,60,1140
M03679,2023-09-14,Female,38,Weekend,17,0.55,2025-01-01,31,25,425
M03680,2022-08-25,Male,44,Premium,30,2.76,2025-01-08,24,60,1800
M03681,2023-02-09,Female,23,Standard,24,2.67,2025-01-08,24,40,960
M03682,2023-08-29,Male,22,Premium,18,2.81,2025-01-27,5,60,1080
M03683,2023-05-17,Female,38,Standard,21,1.8,2025-01-13,19,40,840
M03684,2024-01-18,Female,46,Premium,13,4.43,2025-01-24,8,60,780
M03685,2024-12-14,Male,25,Standard,2,3.0,2025-01-29,3,40,80
M03686,2022-08-18,Female,39,Standard,30,3.19,2025-01-27,5,40,1200
M03687,2022-06-15,Female,35,Weekend,32,0.71,2024-12-28,35,25,800
M03688,2022-06-21,Male,21,Premium,32,3.0,2025-01-26,6,60,1920
M03689,2024-04-21,Female,21,Premium,10,4.58,2025-01-23,9,60,600
M03690,2024-11-07,Female,22,Premium,3,4.3,2025-01-30,2,60,180
M03691,2022-01-19,Male,48,Weekend,37,2.11,2025-01-16,16,25,925
M03692,2022-08-17,Male,32,Standard,30,3.48,2025-01-24,8,40,1200
M03693,2024-05-01,Female,23,Standard,9,3.23,2025-01-27,5,40,360
M03694,2022-10-20,Female,44,Premium,28,3.8,2025-01-29,3,60,1680
M03695,2023-11-25,Female,38,Premium,15,3.28,2025-01-23,9,60,900
M03696,2024-12-18,Female,33,Premium,2,3.92,2025-01-22,10,60,120
M03697,2022-03-14,Female,31,Weekend,35,1.78,2025-01-14,18,25,875
M03698,2022-12-31,Male,31,Standard,26,2.17,2025-01-18,14,40,1040
M03699,2024-02-16,Female,33,Weekend,12,2.04,2025-01-18,14,25,300
M03700,2022-04-19,Male,44,Premium,34,2.73,2025-01-13,19,60,2040
M03701,2023-09-15,Male,39,Standard,17,3.06,2025-01-24,8,40,680
M03702,2024-06-15,Male,41,Standard,8,1.56,2025-01-20,12,40,320
M03703,2022-12-16,Male,21,Premium,26,3.74,2025-01-26,6,60,1560
M03704,2024-12-15,Female,28,Weekend,2,2.22,2025-01-17,15,25,50
M03705,2022-06-01,Female,36,Weekend,32,0.67,2024-12-30,33,25,800
M03706,2022-06-08,Female,42,Weekend,32,1.54,2025-01-26,6,25,800
M03707,2022-07-02,Male,36,Standard,31,1.82,2025-01-16,16,40,1240
M03708,2022-01-08,Male,44,Premium,37,4.74,2025-01-31,1,60,2220
M03709,2024-07-20,Female,25,Premium,7,4.58,2025-01-22,10,60,420
M03710,2023-02-07,Male,27,Weekend,24,2.37,2025-01-08,24,25,600
M03711,2024-05-30,Female,45,Premium,9,4.69,2025-01-23,9,60,540
M03712,2024-10-17,Male,22,Standard,4,2.97,2025-01-11,21,40,160
M03713,2024-05-09,Male,33,Standard,9,1.87,2025-01-17,15,40,360
M03714,2023-09-07,Male,42,Standard,17,2.11,2025-01-27,5,40,680
M03715,2024-04-16,Male,20,Weekend,10,1.49,2024-12-27,36,25,250
M03716,2023-10-10,Male,43,Premium,16,3.97,2025-01-22,10,60,960
M03717,2023-08-28,Male,27,Premium,18,4.46,2025-01-27,5,60,1080
M03718,2023-03-04,Male,41,Premium,23,3.07,2025-01-22,10,60,1380
M03719,2023-05-30,Female,47,Standard,21,1.76,2025-01-14,18,40,840
M03720,2022-10-12,Female,46,Premium,28,3.71,2025-02-01,0,60,1680
M03721,2024-08-10,Male,30,Premium,6,2.89,2025-01-23,9,60,360
M03722,2023-08-24,Male,24,Weekend,18,1.89,2025-01-10,22,25,450
M03723,2024-10-01,Female,29,Weekend,4,1.65,2025-01-07,25,25,100
M03724,2022-06-02,Male,40,Premium,32,4.35,2025-01-23,9,60,1920
M03725,2022-08-06,Female,31,Premium,30,2.66,2025-01-17,15,60,1800
M03726,2024-12-19,Female,44,Weekend,2,2.43,2025-01-16,16,25,50
M03727,2022-02-27,Female,27,Premium,36,2.5,2025-01-19,13,60,2160
M03728,2022-11-06,Female,26,Premium,27,3.31,2025-01-26,6,60,1620
M03729,2024-07-29,Female,29,Premium,7,4.2,2025-01-23,9,60,420
M03730,2023-09-29,Male,41,Standard,17,1.59,2025-01-22,10,40,680
M03731,2023-06-22,Male,20,Premium,20,2.71,2025-01-12,20,60,1200
M03732,2024-10-05,Female,47,Weekend,4,0.65,2024-12-24,39,25,100
M03733,2024-12-03,Male,30,Standard,2,2.66,2025-01-07,25,40,80
M03734,2024-09-19,Female,23,Standard,5,3.29,2025-01-29,3,40,200
M03735,2023-02-06,Male,44,Premium,24,3.89,2025-01-26,6,60,1440
M03736,2023-10-03,Male,23,Standard,16,2.71,2025-01-15,17,40,640
M03737,2024-03-19,Male,38,Standard,11,2.19,2025-01-08,24,40,440
M03738,2024-07-25,Male,36,Standard,7,1.54,2025-01-15,17,40,280
M03739,2024-11-20,Male,42,Standard,3,1.54,2025-01-16,16,40,120
M03740,2022-01-18,Male,24,Standard,37,3.28,2025-01-26,6,40,1480
M03741,2022-04-07,Male,21,Weekend,34,0.71,2025-01-08,24,25,850
M03742,2024-04-12,Male,39,Weekend,10,2.5,2025-01-21,11,25,250
M03743,2023-01-17,Female,22,Standard,25,1.83,2025-01-18,14,40,1000
M03744,2024-04-21,Female,18,Premium,10,4.19,2025-01-26,6,60,600
M03745,2023-02-28,Male,35,Premium,24,4.87,2025-01-30,2,60,1440
M03746,2022-12-22,Male,34,Premium,26,3.41,2025-02-01,0,60,1560
M03747,2023-04-04,Male,26,Standard,22,2.97,2025-01-19,13,40,880
M03748,2024-03-01,Female,26,Standard,11,2.2,2025-01-16,16,40,440
M03749,2024-05-21,Male,49,Standard,9,2.11,2025-01-27,5,40,360
M03750,2022-12-13,Male,38,Weekend,26,0.9,2024-12-19,44,25,650
M03751,2024-11-25,Female,41,Weekend,3,2.14,2025-01-10,22,25,75
M03752,2023-12-03,Female,27,Weekend,14,1.01,2024-12-31,32,25,350
M03753,2022-02-07,Female,37,Premium,36,3.21,2025-01-31,1,60,2160
M03754,2023-03-07,Male,34,Standard,23,3.5,2025-01-25,7,40,920
M03755,2023-10-27,Female,30,Premium,16,3.32,2025-01-28,4,60,960
M03756,2023-03-29,Male,46,Premium,23,3.56,2025-02-01,0,60,1380
M03757,2024-08-28,Female,21,Premium,6,4.98,2025-01-31,1,60,360
M03758,2023-11-18,Male,40,Premium,15,3.42,2025-01-27,5,60,900
M03759,2024-07-04,Male,44,Standard,7,2.23,2025-01-19,13,40,280
M03760,2024-03-10,Male,35,Weekend,11,2.16,2025-01-11,21,25,275
M03761,2023-05-21,Female,35,Premium,21,3.28,2025-01-24,8,60,1260
M03762,2022-01-21,Male,39,Standard,37,1.97,2025-01-27,5,40,1480
M03763,2024-01-15,Male,26,Standard,13,2.35,2025-01-20,12,40,520
M03764,2022-10-02,Male,20,Premium,28,4.25,2025-01-29,3,60,1680
M03765,2024-04-15,Female,24,Standard,10,1.59,2025-01-12,20,40,400
M03766,2022-08-08,Male,43,Premium,30,3.43,2025-01-26,6,60,1800
M03767,2023-04-23,Male,32,Standard,22,2.19,2025-01-22,10,40,880
M03768,2022-05-27,Male,47,Standard,33,1.99,2025-01-12,20,40,1320
M03769,2023-01-24,Male,26,Premium,25,4.14,2025-01-23,9,60,1500
M03770,2024-07-16,Female,44,Premium,7,3.22,2025-01-28,4,60,420
M03771,2022-12-18,Male,46,Standard,26,2.71,2025-01-18,14,40,1040
M03772,2022-11-26,Female,26,Weekend,27,1.51,2025-01-26,6,25,675
M03773,2024-11-25,Female,44,Premium,3,3.04,2025-01-31,1,60,180
M03774,2022-12-03,Male,21,Standard,26,2.03,2025-01-14,18,40,1040
M03775,2023-12-07,Female,35,Standard,14,1.84,2025-01-11,21,40,560
M03776,2024-07-14,Female,48,Weekend,7,0.61,2024-12-28,35,25,175
M03777,2023-08-23,Female,34,Weekend,18,1.74,2025-01-09,23,25,450
M03778,2023-11-07,Male,39,Standard,15,2.85,2025-01-25,7,40,600
M03779,2024-10-10,Female,38,Standard,4,1.83,2025-01-16,16,40,160
M03780,2023-05-31,Female,23,Weekend,21,1.73,2025-01-18,14,25,525
M03781,2024-08-03,Male,24,Premium,6,4.96,2025-01-29,3,60,360
M03782,2022-05-07,Male,42,Premium,33,2.69,2025-01-21,11,60,1980
M03783,2023-10-05,Female,27,Premium,16,3.73,2025-01-27,5,60,960
M03784,2023-07-07,Female,27,Weekend,19,1.97,2025-01-27,5,25,475
M03785,2024-09-17,Female,44,Weekend,5,0.59,2025-01-13,19,25,125
M03786,2023-10-26,Male,23,Premium,16,4.45,2025-01-27,5,60,960
M03787,2022-02-23,Female,23,Standard,36,3.46,2025-01-28,4,40,1440
M03788,2022-08-03,Male,46,Standard,30,1.68,2025-01-09,23,40,1200
M03789,2023-01-01,Female,48,Premium,25,4.56,2025-01-29,3,60,1500
M03790,2023-11-25,Female,36,Weekend,15,1.26,2024-12-18,45,25,375
M03791,2024-06-06,Male,46,Premium,8,2.86,2025-01-09,23,60,480
M03792,2024-09-27,Female,25,Premium,5,3.73,2025-01-31,1,60,300
M03793,2023-12-23,Male,26,Standard,14,1.64,2025-01-25,7,40,560
M03794,2024-06-21,Female,18,Standard,8,2.54,2025-01-26,6,40,320
M03795,2022-11-04,Male,33,Premium,27,2.55,2025-01-11,21,60,1620
M03796,2023-06-23,Male,23,Standard,20,2.96,2025-01-09,23,40,800
M03797,2024-05-05,Female,40,Standard,9,2.48,2025-01-24,8,40,360
M03798,2023-05-03,Male,44,Premium,21,3.65,2025-01-28,4,60,1260
M03799,2023-12-18,Female,25,Premium,14,2.99,2025-01-13,19,60,840
M03800,2023-02-24,Male,32,Standard,24,2.22,2025-01-17,15,40,960
M03801,2022-09-22,Male,29,Premium,29,2.95,2025-01-25,7,60,1740
M03802,2024-11-13,Male,27,Weekend,3,1.97,2025-01-10,22,25,75
M03803,2024-06-12,Female,33,Weekend,8,0.9,2024-12-29,34,25,200
M03804,2022-07-28,Male,32,Weekend,31,1.73,2025-01-24,8,25,775
M03805,2024-07-12,Male,28,Premium,7,3.2,2025-01-23,9,60,420
M03806,2024-03-27,Male,41,Weekend,11,1.81,2025-01-08,24,25,275
M03807,2024-10-21,Female,24,Standard,4,2.58,2025-01-23,9,40,160
M03808,2023-06-10,Female,25,Premium,20,3.56,2025-01-30,2,60,1200
M03809,2022-04-26,Male,28,Premium,34,4.18,2025-01-25,7,60,2040
M03810,2024-10-10,Male,26,Premium,4,3.54,2025-01-27,5,60,240
M03811,2022-02-12,Female,43,Standard,36,3.14,2025-01-28,4,40,1440
M03812,2022-04-12,Male,24,Standard,34,2.96,2025-01-11,21,40,1360
M03813,2024-04-24,Male,32,Premium,10,3.85,2025-01-25,7,60,600
M03814,2024-01-23,Male,32,Standard,13,3.25,2025-01-24,8,40,520
M03815,2022-08-01,Male,33,Premium,30,4.57,2025-02-01,0,60,1800
M03816,2023-07-08,Male,20,Standard,19,2.56,2025-01-21,11,40,760
M03817,2022-12-26,Male,33,Premium,26,2.67,2025-01-24,8,60,1560
M03818,2024-03-11,Female,32,Weekend,11,1.63,2025-01-27,5,25,275
M03819,2023-03-08,Male,42,Weekend,23,1.21,2024-12-27,36,25,575
M03820,2022-03-09,Male,18,Standard,35,2.58,2025-01-12,20,40,1400
M03821,2022-03-04,Female,31,Premium,35,4.12,2025-01-25,7,60,2100
M03822,2022-03-16,Female,41,Premium,35,4.11,2025-01-30,2,60,2100
M03823,2022-08-01,Female,39,Weekend,30,1.85,2025-01-16,16,25,750
M03824,2024-03-10,Female,28,Premium,11,4.2,2025-01-27,5,60,660
M03825,2023-07-05,Male,20,Premium,19,2.77,2025-01-17,15,60,1140
M03826,2023-05-09,Female,26,Premium,21,2.98,2025-01-21,11,60,1260
M03827,2023-02-25,Male,23,Standard,24,2.76,2025-01-21,11,40,960
M03828,2022-03-06,Female,48,Standard,35,2.32,2025-01-19,13,40,1400
M03829,2023-05-20,Female,40,Weekend,21,2.03,2025-01-20,12,25,525
M03830,2024-06-04,Female,33,Premium,8,2.81,2025-01-13,19,60,480
M03831,2023-05-05,Male,28,Premium,21,2.98,2025-01-22,10,60,1260
M03832,2022-04-28,Female,35,Weekend,34,1.62,2025-01-15,17,25,850
M03833,2022-06-22,Female,34,Weekend,32,1.5,2025-01-21,11,25,800
M03834,2022-07-02,Female,34,Premium,31,3.17,2025-01-27,5,60,1860
M03835,2024-01-23,Male,20,Standard,13,2.32,2025-01-15,17,40,520
M03836,2022-01-30,Male,44,Premium,37,2.59,2025-01-25,7,60,2220
M03837,2024-02-07,Female,36,Weekend,12,0.57,2024-12-30,33,25,300
M03838,2022-01-03,Male,41,Premium,37,2.74,2025-01-08,24,60,2220
M03839,2023-07-11,Female,40,Weekend,19,1.65,2025-01-27,5,25,475
M03840,2023-11-29,Male,32,Standard,15,3.23,2025-01-27,5,40,600
M03841,2024-06-13,Female,49,Standard,8,2.02,2025-01-07,25,40,320
M03842,2023-11-22,Male,27,Premium,15,2.58,2025-01-21,11,60,900
M03843,2023-01-11,Female,25,Standard,25,2.92,2025-01-20,12,40,1000
M03844,2022-09-11,Male,34,Standard,29,3.21,2025-02-01,0,40,1160
M03845,2023-07-04,Male,21,Premium,19,2.85,2025-01-16,16,60,1140
M03846,2023-04-10,Female,25,Standard,22,2.27,2025-01-24,8,40,880
M03847,2024-06-30,Female,43,Weekend,8,0.82,2024-12-29,34,25,200
M03848,2024-04-22,Male,19,Standard,10,1.71,2025-01-18,14,40,400
M03849,2022-11-22,Female,40,Standard,27,2.8,2025-01-08,24,40,1080
M03850,2022-03-29,Female,25,Premium,35,4.92,2025-01-29,3,60,2100
M03851,2023-07-03,Female,47,Standard,19,2.86,2025-01-22,10,40,760
M03852,2023-05-18,Female,42,Premium,21,4.96,2025-01-26,6,60,1260
M03853,2024-02-11,Male,24,Standard,12,2.37,2025-01-22,10,40,480
M03854,2023-01-22,Female,45,Weekend,25,2.3,2025-01-10,22,25,625
M03855,2023-06-11,Male,26,Standard,20,1.91,2025-01-11,21,40,800
M03856,2023-07-03,Male,35,Premium,19,2.79,2025-01-18,14,60,1140
M03857,2022-07-09,Female,44,Premium,31,4.26,2025-01-22,10,60,1860
M03858,2022-03-18,Female,34,Standard,35,2.24,2025-01-19,13,40,1400
M03859,2023-08-23,Male,49,Standard,18,2.14,2025-01-21,11,40,720
M03860,2022-08-26,Female,18,Weekend,30,1.84,2025-01-20,12,25,750
M03861,2022-11-07,Female,44,Weekend,27,1.17,2025-01-09,23,25,675
M03862,2022-02-01,Male,29,Standard,36,2.65,2025-01-20,12,40,1440
M03863,2022-12-17,Male,21,Premium,26,3.25,2025-01-23,9,60,1560
M03864,2024-09-23,Male,34,Premium,5,4.46,2025-01-29,3,60,300
M03865,2023-08-08,Female,24,Premium,18,3.28,2025-01-25,7,60,1080
M03866,2022-04-26,Female,41,Premium,34,3.84,2025-01-26,6,60,2040
M03867,2024-07-30,Male,20,Standard,7,1.55,2025-01-12,20,40,280
M03868,2022-03-08,Male,47,Standard,35,3.08,2025-01-23,9,40,1400
M03869,2022-07-20,Female,18,Standard,31,2.74,2025-01-12,20,40,1240
M03870,2022-05-10,Female,36,Premium,33,2.98,2025-01-21,11,60,1980
M03871,2024-01-30,Female,19,Premium,13,3.04,2025-01-30,2,60,780
M03872,2022-01-02,Male,23,Premium,37,3.16,2025-01-27,5,60,2220
M03873,2022-04-26,Female,28,Premium,34,3.94,2025-01-22,10,60,2040
M03874,2023-11-10,Female,40,Weekend,15,1.6,2025-01-16,16,25,375
M03875,2024-09-15,Male,42,Premium,5,3.18,2025-01-31,1,60,300
M03876,2022-02-24,Female,38,Standard,36,2.89,2025-01-19,13,40,1440
M03877,2022-04-03,Male,21,Premium,34,4.72,2025-01-27,5,60,2040
M03878,2024-01-14,Female,18,Weekend,13,0.59,2025-01-14,18,25,325
M03879,2022-04-20,Male,28,Standard,34,2.33,2025-01-13,19,40,1360
M03880,2023-02-12,Male,33,Premium,24,3.98,2025-01-27,5,60,1440
M03881,2022-05-16,Male,47,Standard,33,2.67,2025-01-09,23,40,1320
M03882,2023-05-01,Female,23,Standard,21,1.54,2025-01-14,18,40,840
M03883,2023-04-24,Female,28,Weekend,22,0.92,2025-01-21,11,25,550
M03884,2024-12-09,Female,25,Premium,2,2.65,2025-01-22,10,60,120
M03885,2023-03-14,Female,37,Weekend,23,1.64,2025-01-22,10,25,575
M03886,2024-06-29,Male,18,Weekend,8,1.79,2025-01-25,7,25,200
M03887,2022-02-17,Female,31,Weekend,36,0.82,2024-12-27,36,25,900
M03888,2022-05-19,Female,47,Standard,33,2.17,2025-01-17,15,40,1320
M03889,2023-08-03,Male,38,Standard,18,2.16,2025-01-11,21,40,720
M03890,2024-08-19,Male,43,Standard,6,3.14,2025-01-22,10,40,240
M03891,2024-04-06,Male,38,Standard,10,1.89,2025-01-11,21,40,400
M03892,2022-02-19,Male,19,Standard,36,2.6,2025-01-14,18,40,1440
M03893,2023-07-06,Female,23,Standard,19,3.07,2025-01-25,7,40,760
M03894,2022-01-09,Male,43,Standard,37,3.16,2025-01-22,10,40,1480
M03895,2022-11-05,Female,26,Standard,27,2.83,2025-01-18,14,40,1080
M03896,2024-02-19,Female,31,Weekend,12,1.1,2024-12-31,32,25,300
M03897,2023-04-26,Male,39,Premium,22,4.56,2025-01-23,9,60,1320
M03898,2023-09-26,Male,25,Weekend,17,1.98,2025-01-10,22,25,425
M03899,2023-02-13,Male,43,Standard,24,2.91,2025-01-15,17,40,960
M03900,2022-04-25,Male,20,Weekend,34,0.63,2024-12-25,38,25,850
M03901,2024-12-19,Male,27,Standard,2,1.59,2025-01-18,14,40,80
M03902,2022-01-18,Female,35,Premium,37,4.24,2025-01-23,9,60,2220
M03903,2023-08-04,Male,37,Weekend,18,2.39,2025-01-22,10,25,450
M03904,2024-08-05,Female,45,Premium,6,4.43,2025-01-31,1,60,360
M03905,2023-07-08,Male,26,Weekend,19,2.16,2025-01-21,11,25,475
M03906,2023-04-10,Female,26,Standard,22,2.59,2025-01-25,7,40,880
M03907,2022-12-04,Female,36,Standard,26,2.11,2025-01-16,16,40,1040
M03908,2023-10-23,Female,45,Premium,16,4.19,2025-01-31,1,60,960
